id,invoice_number,po_id,supplier_id,lender_id,amount,invoice_date,due_date,description,invoice_fingerprint,status,is_fraudulent,fraud_type
175,INV-202503-000175,190.0,31,7,1536873.52,2025-03-07,2025-04-06,Multi-tiered empowering success,904e07119d5b87b32c0f20bd46856f6d,paid,False,
176,INV-202602-000176,191.0,22,6,2880722.92,2026-02-12,2026-03-14,Reduced mission-critical circuit,f8c73eb57a372d6d9f940c528d610749,paid,False,
177,INV-202509-000177,192.0,22,4,7188467.25,2025-09-14,2025-10-14,Optimized asynchronous initiative,1290bde23404999e28579fd78cd7b75c,approved,False,
178,INV-202505-000178,194.0,22,7,1822858.59,2025-05-31,2025-06-30,Focused disintermediate intranet,4bb2d58bdd106f78aaa830f9ac0a887c,paid,False,
179,INV-202508-000179,195.0,27,5,579368.99,2025-08-26,2025-09-25,Programmable zero-defect process improvement,ca86b2563ff8ed4e427814a84d96ec3a,approved,False,
180,INV-202505-000180,196.0,27,6,1338754.28,2025-05-01,2025-05-31,Up-sized disintermediate circuit,083769cae61e7e3ebb846d0c5d30d0c9,approved,False,
181,INV-202505-000181,197.0,24,8,521762.35,2025-05-31,2025-06-30,Visionary composite policy,f4b57a5c2270706cd79ab9382ae37014,approved,False,
182,INV-202602-000182,198.0,24,4,2173354.98,2026-02-26,2026-03-28,Integrated bandwidth-monitored groupware,5b4623b74d3fa81b724e0c856442f5e6,approved,False,
183,INV-202509-000183,199.0,24,1,2026171.84,2025-09-11,2025-10-11,Multi-layered motivating monitoring,8ee29153c66f66c35a5010d6d927d957,approved,False,
184,INV-202508-000184,200.0,24,1,2560609.44,2025-08-24,2025-09-23,Right-sized next generation software,b52414a9e1226ea43b04fba2004f2f24,paid,False,
185,INV-202509-000185,201.0,24,6,2293204.37,2025-09-01,2025-10-01,Re-contextualized maximized website,bce8808d705ea6274d7f5d1767028da4,approved,False,
186,INV-202509-000186,202.0,24,5,1069212.22,2025-09-04,2025-10-04,Up-sized uniform standardization,a2413975e60b2c3469bc9a5832340035,approved,False,
187,INV-202511-000187,203.0,24,7,2271062.77,2025-11-19,2025-12-19,Synergized maximized approach,6fa1aaf37b5b31fb434c76a129d06280,approved,False,
188,INV-202510-000188,205.0,24,1,1730232.89,2025-10-03,2025-11-02,Exclusive exuding analyzer,baff54afa7ef73d0788e4f11659dda03,paid,False,
189,INV-202512-000189,206.0,24,8,2150670.11,2025-12-23,2026-01-22,Programmable reciprocal encryption,467d6ed31c94a9fde4cd65360b9a711a,paid,False,
190,INV-202509-000190,207.0,32,8,2651155.9,2025-09-01,2025-10-01,Versatile actuating product,615b5c2228e4fc401f507834de40164b,paid,False,
191,INV-202506-000191,208.0,32,1,1791488.29,2025-06-01,2025-07-01,Reactive national orchestration,81d1d4fae78d7628ac42be89b52ed6d6,paid,False,
192,INV-202512-000192,209.0,32,3,2817853.58,2025-12-14,2026-01-13,Front-line multi-state service-desk,3374d5d07fcfaee7ba95ca7a0c659b1a,approved,False,
193,INV-202504-000193,210.0,32,2,1016550.25,2025-04-21,2025-05-21,Ergonomic asymmetric knowledge user,955293796d11bbba454f32c9e70f1943,approved,False,
194,INV-202602-000194,211.0,32,6,4547474.96,2026-02-10,2026-03-12,Optional leadingedge architecture,57bbff133ae07441b8a9f49240f8df80,approved,False,
195,INV-202507-000195,212.0,32,4,1486661.8,2025-07-06,2025-08-05,Networked multimedia migration,cb22b1f58c24389d02ad8d675661fc06,paid,False,
196,INV-202509-000196,213.0,32,6,3595566.01,2025-09-22,2025-10-22,Operative intermediate groupware,c9fe11212fe4064c1ee80fbdc9b015d4,approved,False,
197,INV-202602-000197,215.0,27,1,1586761.96,2026-02-15,2026-03-17,Compatible dynamic monitoring,b9cfda13ddca10ff3295c014b7c26e69,approved,False,
198,INV-202509-000198,216.0,27,1,1766041.06,2025-09-23,2025-10-23,Assimilated clear-thinking structure,ba5d709a9371d71710ce8ff841392ff1,approved,False,
199,INV-202603-000199,217.0,27,3,2990810.57,2026-03-01,2026-03-31,De-engineered executive throughput,ff413e6184d733e969f62e86e42bdf80,approved,False,
200,INV-202601-000200,218.0,29,5,1069980.57,2026-01-25,2026-02-24,Exclusive asymmetric groupware,9152ca4ee5e3905354ecedcaf23130cf,paid,False,
201,INV-202504-000201,219.0,29,3,901617.65,2025-04-24,2025-05-24,Streamlined analyzing array,d905394949b19a1dc716e231fe00cb66,approved,False,
202,INV-202505-000202,220.0,29,2,1096018.75,2025-05-06,2025-06-05,De-engineered regional extranet,e98b4b5673b47e71ee9db334ac18ac34,approved,False,
203,INV-202508-000203,221.0,29,2,1131275.64,2025-08-18,2025-09-17,Robust composite paradigm,67fe4285b80c4e54d3b0cd855354b3d3,paid,False,
204,INV-202510-000204,223.0,29,3,292144.7,2025-10-21,2025-11-20,Diverse needs-based structure,049d5828a96781c0bb8557514ed324ef,approved,False,
205,INV-202509-000205,224.0,29,1,1215045.71,2025-09-25,2025-10-25,Synergized foreground moratorium,fa8381fb25f65973e3a729652fd097b0,approved,False,
206,INV-202601-000206,225.0,29,6,254652.0,2026-01-11,2026-02-10,Enterprise-wide coherent superstructure,4d6f895082288340d2d3ba6be8fcabbe,paid,False,
207,INV-202601-000207,226.0,29,4,284461.02,2026-01-17,2026-02-16,Quality-focused stable help-desk,8abaf84c2386c4d60fc99c1ea10b70d6,approved,False,
208,INV-202506-000208,227.0,29,4,686082.73,2025-06-24,2025-07-24,Pre-emptive mobile firmware,4d93f8bb706dc7418ed1706634305a15,approved,False,
209,INV-202504-000209,228.0,29,5,1337774.47,2025-04-11,2025-05-11,Upgradable stable Internet solution,de56224ee3da2723ea6eb0aaaa43102c,approved,False,
210,INV-202603-000210,229.0,29,7,326450.95,2026-03-04,2026-04-03,Enhanced homogeneous methodology,f721477190c53968572525ff04873bab,approved,False,
211,INV-202509-000211,230.0,29,4,925485.98,2025-09-08,2025-10-08,Digitized scalable collaboration,ee680278b2a5982e43667a80e7c49e82,approved,False,
212,INV-202505-000212,232.0,29,2,613348.45,2025-05-12,2025-06-11,Configurable optimal conglomeration,4afa559904115a15b0ac8668d4dc00ed,paid,False,
213,INV-202503-000213,233.0,33,8,1107790.45,2025-03-25,2025-04-24,Decentralized transitional extranet,27804c4d9aeca00b1ca040ed002f6051,approved,False,
214,INV-202507-000214,234.0,33,7,3219261.46,2025-07-22,2025-08-21,Enhanced zero administration throughput,99fd1817b2133293337e41465a7927ff,approved,False,
215,INV-202506-000215,235.0,33,7,3452731.86,2025-06-01,2025-07-01,Total zero administration Local Area Network,0f606749a78eca19895004224a120070,approved,False,
216,INV-202512-000216,236.0,33,5,4417292.0,2025-12-29,2026-01-28,Programmable national hub,2b24767f17df85522b790f720cd65d1b,approved,False,
217,INV-202504-000217,237.0,33,5,4431470.39,2025-04-12,2025-05-12,Profound multi-tasking matrix,f7e02931d42f83d9e26aabfe2916f691,approved,True,dilution
218,INV-202512-000218,238.0,33,4,2705986.98,2025-12-24,2026-01-23,Multi-lateral executive core,9a6bf7433fd8efc4f0a253d614a30ed9,paid,False,
219,INV-202506-000219,239.0,33,3,2324229.69,2025-06-17,2025-07-17,Fundamental cohesive instruction set,c03f38e3185d2b0caaca1f75706efa86,paid,False,
220,INV-202508-000220,240.0,33,6,2704076.64,2025-08-12,2025-09-11,Open-architected zero administration project,ddc58e761dd1e4d9b8e4c4de214a13a2,paid,False,
221,INV-202505-000221,241.0,33,1,983012.51,2025-05-17,2025-06-16,Mandatory multi-tasking standardization,4532e1b7ad3617fb2b48e40198386300,approved,False,
222,INV-202506-000222,242.0,33,1,4167726.61,2025-06-21,2025-07-21,Team-oriented incremental task-force,3ac4d0064cac1b92edbc0eba2b810077,approved,False,
223,INV-202602-000223,243.0,33,2,4047588.8,2026-02-27,2026-03-29,Persevering 24/7 instruction set,dbf11ff40bab4eb88c163de61842526a,approved,False,
224,INV-202512-000224,245.0,26,3,1052045.05,2025-12-23,2026-01-22,Profit-focused bandwidth-monitored process improvement,395b3385474129bab763bb8fa06d6128,approved,False,
225,INV-202505-000225,246.0,26,7,1938184.87,2025-05-26,2025-06-25,Seamless eco-centric array,822662073ebb6f4aa2f53eb39b6bb3e1,approved,False,
226,INV-202510-000226,247.0,26,6,1503543.85,2025-10-11,2025-11-10,Vision-oriented object-oriented interface,cbee879ac63ac54a59302b692b2feb11,paid,False,
227,INV-202511-000227,248.0,39,5,217043.06,2025-11-05,2025-12-05,Secured bandwidth-monitored strategy,49efca00070d122602a73651ef1a2e62,approved,False,
228,INV-202508-000228,250.0,39,2,191669.43,2025-08-09,2025-09-08,Multi-layered empowering access,0c393a6a0c0518f59a1198acffb972b2,approved,False,
229,INV-202512-000229,251.0,39,7,123943.25,2025-12-20,2026-01-19,Team-oriented upward-trending system engine,fdb2cb43cd9106a2ab30c688147add2e,paid,False,
230,INV-202604-000230,252.0,39,5,151478.92,2026-04-08,2026-05-08,Triple-buffered explicit application,4bd0698f150a67be35adf793c7efa249,paid,False,
231,INV-202602-000231,255.0,39,3,166223.3,2026-02-27,2026-03-29,Multi-channeled needs-based info-mediaries,554c52d115c8c57e44a6cdf43b979008,approved,False,
232,INV-202510-000232,256.0,39,2,324771.79,2025-10-15,2025-11-14,Future-proofed heuristic time-frame,7d90a315803dcd5a1435d586f9829624,approved,False,
233,INV-202601-000233,257.0,39,6,212887.1,2026-01-01,2026-01-31,Synchronized mission-critical hierarchy,a4b03673e93097cab3579245d1babe59,paid,False,
234,INV-202507-000234,258.0,30,3,13603284.97,2025-07-13,2025-08-12,Ergonomic content-based archive,946f5b51f0b4dfb0a5ef3f5e8170e3b0,approved,False,
235,INV-202601-000235,259.0,30,2,5232370.63,2026-01-14,2026-02-13,Synergized client-server workforce,ee785241feff111489b66423baab5c3c,approved,False,
236,INV-202601-000236,260.0,40,2,3236471.47,2026-01-09,2026-02-08,Inverse empowering implementation,cb95573e9f38d9adefa5de71e2bc00fa,approved,False,
237,INV-202601-000237,261.0,40,6,2895022.38,2026-01-28,2026-02-27,Implemented radical application,970f6c9c73c6abbde42498e268fc4fd0,approved,False,
238,INV-202601-000238,262.0,40,8,756971.96,2026-01-11,2026-02-10,Future-proofed asymmetric artificial intelligence,8bea7a11624d8f6be9b7c79267cda330,paid,False,
239,INV-202603-000239,263.0,40,8,2577885.79,2026-03-29,2026-04-28,Profit-focused neutral superstructure,74f5d93850ffa56af04ffb7ba07626d5,approved,False,
240,INV-202510-000240,264.0,40,2,1677237.27,2025-10-31,2025-11-30,Horizontal client-server installation,396c4287ad36a244a8706f67f21bd723,approved,False,
241,INV-202505-000241,265.0,40,3,1415707.83,2025-05-24,2025-06-23,Operative real-time capability,372dfda2e23ad3588cd20ab48c01c85b,approved,False,
242,INV-202508-000242,266.0,40,7,2247366.33,2025-08-19,2025-09-18,Reactive homogeneous middleware,2d00f70c8a1614c95ef0d330addc2632,paid,False,
243,INV-202601-000243,267.0,40,8,3094216.01,2026-01-31,2026-03-02,Grass-roots needs-based matrix,eb5d72832ace98bc566b1f9b1c1f96a5,paid,False,
244,INV-202511-000244,268.0,31,3,1457327.23,2025-11-14,2025-12-14,Face-to-face uniform pricing structure,e014e6b02436b85d301592243205b9aa,approved,False,
245,INV-202603-000245,269.0,31,1,1081011.8,2026-03-17,2026-04-16,User-centric solution-oriented moratorium,3e935475e97970a1e9d1449052855512,paid,False,
246,INV-202602-000246,270.0,19,2,555772.61,2026-02-11,2026-03-13,Diverse human-resource architecture,4689d1ecbc81556b92cb5261e5e2a0d2,approved,False,
247,INV-202602-000247,271.0,19,4,141703.64,2026-02-13,2026-03-15,Adaptive optimizing utilization,4ba79443071ff623e342a0ab3385ce09,approved,False,
248,INV-202506-000248,272.0,19,3,525367.28,2025-06-04,2025-07-04,Versatile local projection,06dc9bbd5f04f74d816c87ed7d98e19b,approved,False,
249,INV-202507-000249,273.0,19,8,228050.32,2025-07-23,2025-08-22,Quality-focused coherent policy,4b924c018e3b11334e1f829588027c7e,approved,False,
250,INV-202604-000250,274.0,19,7,425614.88,2026-04-19,2026-05-19,Synchronized clear-thinking parallelism,dd0ab6a7518b66562d1dae344d413d87,paid,False,
251,INV-202512-000251,275.0,19,2,280521.06,2025-12-08,2026-01-07,Operative 6thgeneration utilization,5559c222c08581f47db2669b2ba674d0,approved,False,
252,INV-202511-000252,276.0,19,7,285023.76,2025-11-12,2025-12-12,Business-focused full-range firmware,ef80b5d0118cae244d734d45ae24980a,approved,False,
253,INV-202509-000253,277.0,19,7,467439.78,2025-09-14,2025-10-14,Seamless uniform open architecture,291b1f428fa9e482655504b9a5c8004a,paid,False,
254,INV-202506-000254,278.0,19,7,67672.24,2025-06-30,2025-07-30,Balanced actuating complexity,1a164600bf52d82f37fb0cb4b5767f4b,approved,False,
255,INV-202509-000255,279.0,19,5,93515.54,2025-09-16,2025-10-16,Cloned uniform productivity,a80700b8c2183819bb1a79db5a8ed9f2,approved,False,
256,INV-202507-000256,280.0,19,8,172676.73,2025-07-30,2025-08-29,Exclusive global support,77057f6bdff894298ff79e724a551454,paid,False,
257,INV-202505-000257,281.0,19,6,544229.13,2025-05-14,2025-06-13,Multi-tiered motivating throughput,a4e1f5e939ee975553e3053c48d7acdd,paid,False,
258,INV-202504-000258,283.0,19,7,557850.24,2025-04-24,2025-05-24,Compatible analyzing alliance,65221be2411b4c4ef0f61e51b931ad51,paid,False,
259,INV-202509-000259,284.0,16,2,5753273.93,2025-09-19,2025-10-19,Realigned tertiary protocol,0e2b5d284ca66fb83115d9d0f9ca9210,approved,False,
260,INV-202601-000260,285.0,16,5,6714153.94,2026-01-04,2026-02-03,Optimized motivating hierarchy,8695da46f744b2645a0eea894f3ff364,approved,False,
261,INV-202508-000261,286.0,16,8,7247012.49,2025-08-18,2025-09-17,Optimized methodical artificial intelligence,437e51214484f5af3fa0467ae21dd7ce,approved,False,
262,INV-202601-000262,287.0,16,2,3215433.58,2026-01-20,2026-02-19,Stand-alone tangible moratorium,3a5c798cec712d6f27cbcefbaec4a5c5,paid,False,
263,INV-202508-000263,288.0,16,6,3520674.57,2025-08-07,2025-09-06,User-centric global matrix,144e966e6f55f28eae4de57077617b87,approved,False,
264,INV-202510-000264,289.0,16,1,6239171.51,2025-10-29,2025-11-28,Decentralized asymmetric website,7d02623d33c5ff4fab90cf1c3f7d0d7c,paid,False,
265,INV-202603-000265,290.0,16,7,5154542.15,2026-03-07,2026-04-06,Seamless asymmetric utilization,031bf8b6ea1a5c032ac015fd9db4147e,approved,False,
266,INV-202602-000266,291.0,16,1,6392503.54,2026-02-04,2026-03-06,Organic encompassing open architecture,ec86f856dda0ccf4fac1d56335122943,paid,False,
267,INV-202510-000267,292.0,16,7,7653377.39,2025-10-31,2025-11-30,Monitored context-sensitive moderator,1e26ed024dd3cc3016c2d0ceb86d1d75,approved,False,
268,INV-202505-000268,293.0,16,3,3355685.25,2025-05-31,2025-06-30,Profound web-enabled open architecture,2e59c1dead4dc08f8fdc8635f1bda87c,approved,False,
269,INV-202505-000269,294.0,25,5,9336838.12,2025-05-27,2025-06-26,Exclusive 6thgeneration initiative,9ff4d2d1da4593b496d108b73c955f25,approved,False,
270,INV-202508-000270,296.0,39,8,6751598.27,2025-08-10,2025-09-09,Function-based needs-based intranet,6060cad844e5cb54219f4cc5cf8ae74f,approved,False,
271,INV-202505-000271,297.0,39,3,965768.37,2025-05-16,2025-06-15,Synergistic content-based function,e8499f59044108d7f3aebae6e202dbe9,paid,False,
272,INV-202602-000272,299.0,17,7,142467.49,2026-02-22,2026-03-24,Exclusive fresh-thinking synergy,6c55872db7098d39e6d896a42099078c,paid,False,
273,INV-202512-000273,301.0,17,5,239791.22,2025-12-27,2026-01-26,Optimized zero administration migration,9b47f4e11e0ad2f10d5fd8e7a30745ae,approved,False,
274,INV-202504-000274,302.0,17,5,559588.71,2025-04-13,2025-05-13,Networked mobile groupware,f3a9f80b59c3902905d58c0cec3f8da1,approved,False,
275,INV-202510-000275,303.0,17,2,388667.7,2025-10-19,2025-11-18,Assimilated systematic function,bc4c74a4c47a5eae73d2ce6d08d18a42,approved,False,
276,INV-202509-000276,304.0,17,4,172377.24,2025-09-13,2025-10-13,Visionary multimedia Internet solution,9305bc2a2ff76c5310a22053eb6dabea,approved,False,
277,INV-202508-000277,305.0,17,7,183709.99,2025-08-17,2025-09-16,Switchable 5thgeneration encryption,7f2378aee7c66238fdf5ff5d8ea11517,approved,False,
278,INV-202511-000278,306.0,17,5,293046.62,2025-11-06,2025-12-06,Monitored logistical neural-net,780d6a63879471da3efa6cbec5f2ce23,paid,False,
279,INV-202506-000279,307.0,17,3,741497.9,2025-06-29,2025-07-29,Cross-platform web-enabled synergy,c9be0720177e5ff806486e78c6845510,approved,False,
280,INV-202504-000280,308.0,17,1,395966.38,2025-04-25,2025-05-25,Balanced user-facing circuit,a5d0c51eddf359d725ac80bed8717a39,approved,False,
281,INV-202507-000281,309.0,17,8,185229.75,2025-07-08,2025-08-07,Profit-focused reciprocal analyzer,9ab280b84d4ca91f928f67c81495a167,paid,False,
282,INV-202510-000282,310.0,17,2,104386.3,2025-10-26,2025-11-25,Seamless mission-critical ability,ca10df49fde994da0c529d148eb5c979,approved,False,
283,INV-202511-000283,311.0,35,4,1038614.11,2025-11-22,2025-12-22,Multi-lateral regional standardization,51687a45e9347c067b3f81bd839e8456,approved,False,
284,INV-202509-000284,312.0,35,8,788900.49,2025-09-24,2025-10-24,Triple-buffered solution-oriented analyzer,014ee32329862f7bf71cf2fae0c5b9f3,paid,False,
285,INV-202602-000285,313.0,35,7,1176207.29,2026-02-02,2026-03-04,Proactive local structure,cd291ecec3de05689577cd948b882a55,paid,False,
286,INV-202505-000286,315.0,19,6,859058.63,2025-05-20,2025-06-19,Fundamental explicit artificial intelligence,99b4e6a4cc4fa948f39bd0cb1f4b27af,paid,False,
287,INV-202510-000287,316.0,19,8,513624.72,2025-10-25,2025-11-24,Ergonomic didactic solution,6e8af88a69266324ac262939205f6373,approved,False,
288,INV-202511-000288,317.0,19,7,1290631.15,2025-11-30,2025-12-30,Progressive object-oriented interface,377f8b9152e7700fd57d3bcbeb6c7991,approved,False,
289,INV-202507-000289,318.0,19,2,2894052.19,2025-07-29,2025-08-28,Versatile static pricing structure,abd2fdf2b18080f25f882cbd7f207597,paid,False,
290,INV-202510-000290,319.0,19,4,4625377.96,2025-10-20,2025-11-19,Cross-platform background algorithm,98f503c745ef494c19d5ebf44067da10,paid,False,
291,INV-202506-000291,320.0,19,6,847595.53,2025-06-24,2025-07-24,Customizable motivating adapter,89537c03bc6c554869d21d36bc999516,paid,False,
292,INV-202512-000292,321.0,19,3,641915.66,2025-12-13,2026-01-12,Upgradable intermediate policy,a132c876fc30625a7b6c487867849b52,paid,False,
293,INV-202512-000293,322.0,19,1,4320588.34,2025-12-23,2026-01-22,Multi-lateral mobile utilization,20c9ef262088e78a72ce5eaadbcdcb8a,approved,False,
294,INV-202512-000294,323.0,19,4,586766.89,2025-12-07,2026-01-06,Automated intermediate architecture,a7f55a8e93fda9c7b1d00a0738b03d61,approved,False,
295,INV-202506-000295,325.0,19,2,1631696.1,2025-06-12,2025-07-12,Diverse explicit flexibility,0eda38e54a548e2293d6e7f5406328ef,approved,False,
296,INV-202601-000296,326.0,19,2,3026697.68,2026-01-21,2026-02-20,Optional multimedia middleware,f3ba3fb83f7bbd8f232f0588388f0859,paid,False,
297,INV-202506-000297,327.0,19,7,2545847.75,2025-06-20,2025-07-20,Ameliorated scalable benchmark,ea9320e68858797883866961030219a2,paid,False,
298,INV-202505-000298,328.0,19,7,718218.76,2025-05-17,2025-06-16,Multi-tiered solution-oriented workforce,9e778f01871c6e4018aab06194bd72a5,paid,False,
299,INV-202603-000299,329.0,22,2,862457.8,2026-03-15,2026-04-14,Stand-alone disintermediate circuit,3b60422b9d68e35b9c367d626f5bac6b,approved,False,
300,INV-202508-000300,330.0,22,4,2060179.4,2025-08-28,2025-09-27,Seamless next generation archive,cc6e60e2633a3db603fc647b56b93649,approved,False,
301,INV-202511-000301,331.0,22,8,3056157.44,2025-11-29,2025-12-29,Multi-layered intangible hub,bacd8106f7a9778eee816c53ee21bdf3,approved,False,
302,INV-202506-000302,333.0,22,6,1703717.26,2025-06-08,2025-07-08,Organic global toolset,a7210bc6c9fd28d4436112780935d6ec,paid,False,
303,INV-202504-000303,334.0,22,2,380935.91,2025-04-12,2025-05-12,Inverse empowering array,4451af31409b0590fdefc31687fc2fd5,approved,False,
304,INV-202602-000304,335.0,22,7,2796120.02,2026-02-19,2026-03-21,Universal object-oriented adapter,b3e952a0304770ace042a42939461364,approved,True,dilution
305,INV-202602-000305,336.0,22,4,2554210.83,2026-02-17,2026-03-19,Total fault-tolerant toolset,dfdd7df1b88c795e880268e94d1c0dce,approved,False,
